id,schedule_id,order_id,game_id
1,1,1,1
2,1,2,2
3,1,3,3
4,1,4,8
5,1,5,9
6,1,6,10
7,1,7,11
8,1,8,12
9,1,9,13
10,1,10,14
11,1,11,15
12,2,1,4
13,2,2,5
14,2,3,6
15,2,4,7
16,2,5,16
17,2,6,17
18,2,7,18
19,2,8,19
20,2,9,20
21,2,10,21
22,2,11,22
23,2,12,23
24,3,1,24
25,3,2,25
26,3,3,26
27,3,4,27
28,3,5,28
29,3,6,29
30,3,7,30
31,3,8,31
32,3,9,32
33,3,10,33
34,3,11,34
35,3,12,35
36,3,13,36
37,3,14,37
38,4,1,3
39,4,2,6
