id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,4,'8:30-9:30',0,0,0,0
2,2,'9:30-10:30',0,0,0,0
3,3,'10:30-11:00',0,0,0,0
4,1,'11:00-12:00',0,0,0,0
5,18,'13:00-13:30',0,1,0,0
6,19,'13:30-14:10',0,1,0,0
7,12,'14:10-14:13',0,1,0,0
8,4,'14:13-14:16',0,1,0,0
9,2,'14:16-14:20',0,1,0,0
10,3,'14:20-14:25',0,1,0,0
11,1,'14:25-14:30',0,1,0,0
12,17,'14:30-15:30',0,0,0,0
13,0,'',0,0,0,0
