id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_reire
1,15,28,,12,,,
2,2,25,13,,,,
3,13,5,,13,,,
4,11,27,14,,,,
5,22,10,,14,,,
6,23,3,15,,,,
7,20,12,16,,,,
8,21,1,,17,,,
9,18,19,17,,,,
10,17,4,18,,,,
11,14,6,,19,,,
12,8,,20,,,,
13,,,,20,,,
14,,,21,,,,
15,,16,,21,,,
16,,7,,22,,,
17,,,22,,,,
18,,24,,23,,,
19,26,,23,,,,
20,,,24,,,,
21,,,,24,,,
22,,,,25,,,
23,,,25,,,,
24,,,27,,,,
25,,,,27,,,
26,,,,,,,
27,,,,,,,
