id,event_id,time_schedule,before_final,final,players_checked,next_unused_num
1,12,'8:30-9:10',0,0,0,0
2,12,'9:10-9:50',0,0,0,0
3,12,'9:50-10:30',0,0,0,1
4,17,'14:30-15:30',0,0,0,0
5,0,'',0,0,0,0
